x	y	custom_beta
-0.7853061224489797	0.0424489795918368	-85.96878865982501
-0.7853061224489797	0.1273469387755104	-85.96858178953852
-0.7853061224489797	0.21224489795918355	-85.96837205782299
-0.7853061224489797	0.29714285714285715	-85.96815946467838
-0.7853061224489797	0.38204081632653075	-85.96794401010473
-0.7853061224489797	0.46693877551020435	-85.96772569410201
-0.7853061224489797	0.5518367346938775	-85.96750451667023
-0.7853061224489797	0.6367346938775511	-85.9672804778094
-0.7853061224489797	0.7216326530612247	-85.96705357751951
-0.7853061224489797	0.8065306122448979	-85.96682381580055
-0.7853061224489797	0.8914285714285715	-85.96659119265254
-0.7853061224489797	0.9763265306122451	-85.96635570807548
-0.7853061224489797	1.0612244897959187	-85.96611736206937
-0.7853061224489797	1.1461224489795918	-85.96587615463417
-0.7853061224489797	1.2310204081632654	-85.96563208576993
-0.7853061224489797	1.315918367346939	-85.96538515547662
-0.7853061224489797	1.4008163265306122	-85.96513536375427
-0.7853061224489797	1.4857142857142858	-85.96488271060285
-0.7853061224489797	1.5706122448979594	-85.96462719602236
-0.7853061224489797	1.655510204081633	-85.96436882001282
-0.7853061224489797	1.7404081632653061	-85.96410758257423
-0.7853061224489797	1.8253061224489797	-85.96384348370657
-0.7853061224489797	1.9102040816326533	-85.96357652340986
-0.7853061224489797	1.9951020408163265	-85.96330670168409
-0.7853061224489797	2.08	-85.96303401852926
-0.7428571428571429	-2.08	-76.930283697862
-0.7428571428571429	-1.9951020408163267	-76.93014836330198
-0.7428571428571429	-1.910204081632653	-76.9300101673129
-0.7428571428571429	-1.8253061224489797	-76.92986910989477
-0.7428571428571429	-1.7404081632653061	-76.92972519104758
-0.7428571428571429	-1.6555102040816327	-76.92957841077133
-0.7428571428571429	-1.5706122448979594	-76.92942876906602
-0.7428571428571429	-1.4857142857142858	-76.92927626593166
-0.7428571428571429	-1.4008163265306122	-76.92912090136824
-0.7428571428571429	-1.3159183673469388	-76.92896267537574
-0.7428571428571429	-1.2310204081632654	-76.9288015879542
-0.7428571428571429	-1.1461224489795918	-76.9286376391036
-0.7428571428571429	-1.0612244897959184	-76.92847082882395
-0.7428571428571429	-0.9763265306122448	-76.92830115711524
-0.7428571428571429	-0.8914285714285715	-76.92812862397746
-0.7428571428571429	-0.8065306122448979	-76.92795322941062
-0.7428571428571429	-0.7216326530612245	-76.92777497341473
-0.7428571428571429	-0.6367346938775511	-76.92759385598977
-0.7428571428571429	-0.5518367346938775	-76.92740987713576
-0.7428571428571429	-0.46693877551020413	-76.9272230368527
-0.7428571428571429	-0.38204081632653053	-76.92703333514056
-0.7428571428571429	-0.29714285714285715	-76.92684077199937
-0.7428571428571429	-0.21224489795918355	-76.92664534742913
-0.7428571428571429	-0.12734693877551018	-76.92644706142981
-0.7428571428571429	-0.0424489795918368	-76.92624591400146
-0.7428571428571429	0.0424489795918368	-76.92604190514403
-0.7428571428571429	0.1273469387755104	-76.92583503485754
-0.7428571428571429	0.21224489795918355	-76.92562530314201
-0.7428571428571429	0.29714285714285715	-76.9254127099974
-0.7428571428571429	0.38204081632653075	-76.92519725542375
-0.7428571428571429	0.46693877551020435	-76.92497893942104
-0.7428571428571429	0.5518367346938775	-76.92475776198926
-0.7428571428571429	0.6367346938775511	-76.92453372312842
-0.7428571428571429	0.7216326530612247	-76.92430682283853
-0.7428571428571429	0.8065306122448979	-76.92407706111958
-0.7428571428571429	0.8914285714285715	-76.92384443797157
-0.7428571428571429	0.9763265306122451	-76.9236089533945
-0.7428571428571429	1.0612244897959187	-76.92337060738839
-0.7428571428571429	1.1461224489795918	-76.9231293999532
-0.7428571428571429	1.2310204081632654	-76.92288533108895
-0.7428571428571429	1.315918367346939	-76.92263840079565
-0.7428571428571429	1.4008163265306122	-76.9223886090733
-0.7428571428571429	1.4857142857142858	-76.92213595592187
-0.7428571428571429	1.5706122448979594	-76.92188044134139
-0.7428571428571429	1.655510204081633	-76.92162206533185
-0.7428571428571429	1.7404081632653061	-76.92136082789325
-0.7428571428571429	1.8253061224489797	-76.92109672902559
-0.7428571428571429	1.9102040816326533	-76.92082976872888
-0.7428571428571429	1.9951020408163265	-76.92055994700311
-0.7428571428571429	2.08	-76.92028726384828
-0.7004081632653061	-2.08	-68.38991176288549
-0.7004081632653061	-1.9951020408163267	-68.38977642832548
-0.7004081632653061	-1.910204081632653	-68.3896382323364
-0.7004081632653061	-1.8253061224489797	-68.38949717491826
-0.7004081632653061	-1.7404081632653061	-68.38935325607108
-0.7004081632653061	-1.6555102040816327	-68.38920647579482
-0.7004081632653061	-1.5706122448979594	-68.38905683408952
-0.7004081632653061	-1.4857142857142858	-68.38890433095516
-0.7004081632653061	-1.4008163265306122	-68.38874896639173
-0.7004081632653061	-1.3159183673469388	-68.38859074039924
-0.7004081632653061	-1.2310204081632654	-68.38842965297769
-0.7004081632653061	-1.1461224489795918	-68.3882657041271
-0.7004081632653061	-1.0612244897959184	-68.38809889384744
-0.7004081632653061	-0.9763265306122448	-68.38792922213874
-0.7004081632653061	-0.8914285714285715	-68.38775668900095
-0.7004081632653061	-0.8065306122448979	-68.38758129443411
-0.7004081632653061	-0.7216326530612245	-68.38740303843822
-0.7004081632653061	-0.6367346938775511	-68.38722192101326
-0.7004081632653061	-0.5518367346938775	-68.38703794215925
-0.7004081632653061	-0.46693877551020413	-68.38685110187619
-0.7004081632653061	-0.38204081632653053	-68.38666140016406
-0.7004081632653061	-0.29714285714285715	-68.38646883702286
-0.7004081632653061	-0.21224489795918355	-68.38627341245262
-0.7004081632653061	-0.12734693877551018	-68.3860751264533
-0.7004081632653061	-0.0424489795918368	-68.38587397902495
-0.7004081632653061	0.0424489795918368	-68.38566997016753
-0.7004081632653061	0.1273469387755104	-68.38546309988104
-0.7004081632653061	0.21224489795918355	-68.38525336816551
-0.7004081632653061	0.29714285714285715	-68.3850407750209
-0.7004081632653061	0.38204081632653075	-68.38482532044725
-0.7004081632653061	0.46693877551020435	-68.38460700444453
-0.7004081632653061	0.5518367346938775	-68.38438582701275
-0.7004081632653061	0.6367346938775511	-68.38416178815191
-0.7004081632653061	0.7216326530612247	-68.38393488786203
-0.7004081632653061	0.8065306122448979	-68.38370512614307
-0.7004081632653061	0.8914285714285715	-68.38347250299506
-0.7004081632653061	0.9763265306122451	-68.383237018418
-0.7004081632653061	1.0612244897959187	-68.38299867241189
-0.7004081632653061	1.1461224489795918	-68.38275746497669
-0.7004081632653061	1.2310204081632654	-68.38251339611244
-0.7004081632653061	1.315918367346939	-68.38226646581914
-0.7004081632653061	1.4008163265306122	-68.38201667409679
-0.7004081632653061	1.4857142857142858	-68.38176402094537
-0.7004081632653061	1.5706122448979594	-68.38150850636488
-0.7004081632653061	1.655510204081633	-68.38125013035534
-0.7004081632653061	1.7404081632653061	-68.38098889291675
-0.7004081632653061	1.8253061224489797	-68.38072479404909
-0.7004081632653061	1.9102040816326533	-68.38045783375237
-0.7004081632653061	1.9951020408163265	-68.38018801202661
-0.7004081632653061	2.08	-68.37991532887177
-0.6579591836734694	-2.08	-60.351914647613526
-0.6579591836734694	-1.9951020408163267	-60.35177931305351
-0.6579591836734694	-1.910204081632653	-60.35164111706444
-0.6579591836734694	-1.8253061224489797	-60.351500059646305
-0.6579591836734694	-1.7404081632653061	-60.35135614079911
-0.6579591836734694	-1.6555102040816327	-60.351209360522866
-0.6579591836734694	-1.5706122448979594	-60.35105971881755
-0.6579591836734694	-1.4857142857142858	-60.35090721568319
-0.6579591836734694	-1.4008163265306122	-60.35075185111977
-0.6579591836734694	-1.3159183673469388	-60.35059362512729
-0.6579591836734694	-1.2310204081632654	-60.35043253770574
-0.6579591836734694	-1.1461224489795918	-60.350268588855144
-0.6579591836734694	-1.0612244897959184	-60.35010177857548
-0.6579591836734694	-0.9763265306122448	-60.34993210686676
-0.6579591836734694	-0.8914285714285715	-60.34975957372898
-0.6579591836734694	-0.8065306122448979	-60.34958417916214
-0.6579591836734694	-0.7216326530612245	-60.34940592316625
-0.6579591836734694	-0.6367346938775511	-60.3492248057413
-0.6579591836734694	-0.5518367346938775	-60.34904082688728
-0.6579591836734694	-0.46693877551020413	-60.34885398660422
-0.6579591836734694	-0.38204081632653053	-60.34866428489209
-0.6579591836734694	-0.29714285714285715	-60.348471721750904
-0.6579591836734694	-0.21224489795918355	-60.348276297180654
-0.6579591836734694	-0.12734693877551018	-60.34807801118135
-0.6579591836734694	-0.0424489795918368	-60.34787686375299
-0.6579591836734694	0.0424489795918368	-60.34767285489556
-0.6579591836734694	0.1273469387755104	-60.34746598460908
-0.6579591836734694	0.21224489795918355	-60.34725625289354
-0.6579591836734694	0.29714285714285715	-60.34704365974894
-0.6579591836734694	0.38204081632653075	-60.34682820517528
-0.6579591836734694	0.46693877551020435	-60.34660988917256
-0.6579591836734694	0.5518367346938775	-60.346388711740794
-0.6579591836734694	0.6367346938775511	-60.346164672879965
-0.6579591836734694	0.7216326530612247	-60.34593777259007
-0.6579591836734694	0.8065306122448979	-60.345708010871114
-0.6579591836734694	0.8914285714285715	-60.345475387723106
-0.6579591836734694	0.9763265306122451	-60.34523990314604
-0.6579591836734694	1.0612244897959187	-60.34500155713991
-0.6579591836734694	1.1461224489795918	-60.34476034970473
-0.6579591836734694	1.2310204081632654	-60.34451628084048
-0.6579591836734694	1.315918367346939	-60.34426935054718
-0.6579591836734694	1.4008163265306122	-60.34401955882481
-0.6579591836734694	1.4857142857142858	-60.34376690567339
-0.6579591836734694	1.5706122448979594	-60.34351139109292
-0.6579591836734694	1.655510204081633	-60.343253015083384
-0.6579591836734694	1.7404081632653061	-60.342991777644784
-0.6579591836734694	1.8253061224489797	-60.34272767877713
-0.6579591836734694	1.9102040816326533	-60.34246071848042
-0.6579591836734694	1.9951020408163265	-60.342190896754644
-0.6579591836734694	2.08	-60.34191821359981
-0.6155102040816327	-2.08	-52.816292352046055
-0.6155102040816327	-1.9951020408163267	-52.81615701748604
-0.6155102040816327	-1.910204081632653	-52.81601882149697
